question_id,source_exam,source_file,source_category,source_question_number,category,question_type,prompt,stimulus,stimulus_type,image_filename,choice_a,choice_b,choice_c,choice_d,choice_e,correct_choice_label,correct_choice_text,explanation
E04_ML_Q20,4,Course Statistics - BoostPrep - 4.html,CCAT Math & Logic,20,Math & Logic,Syllogisms / Formal Logic,,"If the first two statements are true, is the final statement true? Julie enjoys running during the week. Julie went for a run. It is Monday.",text,,True,False,Uncertain,,,C,Uncertain,"C: Option (C) is correct. While it is likely that it is a weekday, we cannot be sure that it is exactly a Monday. Statement 1 also does not specify whether or not she ONLY runs during the week, so it could be a weekend as well."
E04_ML_Q21,4,Course Statistics - BoostPrep - 4.html,CCAT Math & Logic,21,Math & Logic,Arrangement Logic,,"Alex, Beth, Charlie, Dana, and Evan are seated in a row. Alex is sitting immediately to the left of Beth. Charlie is sitting to the left of Evan. Dana is seated first in line. If Beth is seated last in line, which of the following can be true about Charlie's position?",text,,Charlie is first,Charlie is second,Charlie is third,Charlie is fourth,Charlie is last,B,Charlie is second,"B: The quickest way to solve this type of question is by quickly mapping out what we know and going from there: Chair 1: Dana - We are told Dana is seated first in line. Chair 2: Charlie - Charlie must be seated to the left of Evan, and this is the only seat that works after we place Dana, Alex, and Beth. Chair 3: Evan Chair 4: Alex - We are told Alex is seated immediately to the left of Beth. Chair 5: Beth - We are told Beth is seated last in line."
E04_S_Q01,4,Course Statistics - BoostPrep - 4.html,CCAT Spatial Reasoning,1,Spatial Reasoning,Odd One Out,Which of the following does not belong?,ccat_spatial1_4.png,image,ccat_spatial1_4.png,A,B,C,D,E,A,A,"A: The odd one out in this question is option A. The circle should not be filled, and the square should be filled."
E04_S_Q02,4,Course Statistics - BoostPrep - 4.html,CCAT Spatial Reasoning,2,Spatial Reasoning,Odd One Out,Which of the following does not belong?,ccat_spatial1_10.png,image,ccat_spatial1_10.png,A,B,C,D,E,D,D,D: The odd one out in this question is option D. The circle and hexagon should not be filled while the triangle and the square should be filled.
E04_S_Q03,4,Course Statistics - BoostPrep - 4.html,CCAT Spatial Reasoning,3,Spatial Reasoning,Odd One Out,Which of the following does not belong?,ccat_spatial1_16.png,image,ccat_spatial1_16.png,A,B,C,D,E,B,B,B: The odd one out in this question is option B. The hexagon and circle should not be filled while the square and triangle should be filled.
E04_S_Q04,4,Course Statistics - BoostPrep - 4.html,CCAT Spatial Reasoning,4,Spatial Reasoning,Odd One Out,Which of the following does not belong?,ccat_spatial1_22.png,image,ccat_spatial1_22.png,A,B,C,D,E,D,D,"D: The odd one out in this question is option D. All of the answer options include a square, circle, and a triangle. Option D has 2 squares and a triangle."
E04_S_Q05,4,Course Statistics - BoostPrep - 4.html,CCAT Spatial Reasoning,5,Spatial Reasoning,Matrix Completion,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_58.png,image,ccat_spatial1_58.png,A,B,C,D,E,D,D,D: D is the correct answer. All of the squares in each respective column have the same number of shaded boxes. Each square in column 1 has 1 shaded box. Each square in column 3 has 3 shaded boxes. We need to find the square that has 2 shaded boxes to match the matrix for column 2. That is option D.
E04_S_Q06,4,Course Statistics - BoostPrep - 4.html,CCAT Spatial Reasoning,6,Spatial Reasoning,Visual Next-in-Series,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_64.png,image,ccat_spatial1_64.png,A,B,C,D,E,A,A,A: A is the correct answer. All of the squares in each respective column have the same number of shaded boxes. Each square in column 2 has 1 shaded box. Each square in column 3 has 3 shaded boxes. We need to find the square that has 3 shaded boxes to match the pattern for column 1. That is option A.
E04_S_Q07,4,Course Statistics - BoostPrep - 4.html,CCAT Spatial Reasoning,7,Spatial Reasoning,Matrix Completion,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_70.png,image,ccat_spatial1_70.png,A,B,C,D,E,C,C,C: C is the correct answer. We can see that there is a pattern within each column and row. Column 1 uses triangles. Column 2 uses hexagons. Column 3 uses circles. We can also see that each row follows a pattern. Row 3 has the top and bottom shapes filled. Option C is correct because it uses hexagons and has the top and bottom shapes filled.
E04_S_Q08,4,Course Statistics - BoostPrep - 4.html,CCAT Spatial Reasoning,8,Spatial Reasoning,Visual Next-in-Series,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_85.png,image,ccat_spatial1_85.png,A,B,C,D,E,B,B,B: B is the correct answer. The triangle is rotated 90 degrees each time. The triangle is also alternating between unfilled and filled. Option B completes the pattern by having an upward facing triangle that is unfilled.
E04_S_Q09,4,Course Statistics - BoostPrep - 4.html,CCAT Spatial Reasoning,9,Spatial Reasoning,Visual Next-in-Series,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_91.png,image,ccat_spatial1_91.png,A,B,C,D,E,C,C,C: C is the correct answer. The shape is rotated 90 degrees each time. The shape is also alternating between unfilled and filled. Option C completes the pattern as it is rotated 90 degrees and is unfilled.
E04_S_Q10,4,Course Statistics - BoostPrep - 4.html,CCAT Spatial Reasoning,10,Spatial Reasoning,Visual Next-in-Series,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_97.png,image,ccat_spatial1_97.png,A,B,C,D,E,D,D,D: D is the correct answer. The shape is rotated counterclockwise 180 degrees each sequence. Option D completes the pattern.
E04_S_Q11,4,Course Statistics - BoostPrep - 4.html,CCAT Spatial Reasoning,11,Spatial Reasoning,Visual Next-in-Series,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_103.png,image,ccat_spatial1_103.png,A,B,C,D,E,E,E,E: E is the correct answer. The shape is rotated counterclockwise 90 degrees each sequence. Option E completes the pattern.
E05_V_Q01,5,Course Statistics - BoostPrep - 5.html,CCAT Verbal,1,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.",The judge's ruling was _____ and left no room for ambiguity or interpretation.,text,,vague,ambiguous,definitive,dubious,equivocal,C,definitive,"C : ""Definitive"" means conclusive and final, which is the intended meaning, as the sentence describes a ruling that leaves no room for ambiguity."
E05_V_Q02,5,Course Statistics - BoostPrep - 5.html,CCAT Verbal,2,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The CEO's speech was filled with _________ promises of change, yet her actions in the following months only served to _________ the company's stagnant culture.",text,,bold ... transform,lofty ... preserve,cautious ... energize,sincere ... dismantle,firm ... strengthen,B,lofty ... preserve,"B : The sentence contrasts promises of change with actions that maintain the old ways. ""Lofty"" captures the tone of high-sounding but unrealistic promises, while ""preserve"" fits the idea of keeping the company unchanged. ""Bold ... transform"" and ""firm ... strengthen"" imply genuine progress. ""Cautious ... energize"" doesn't make sense with the idea of inaction. Thus, ""lofty ... preserve"" best conveys empty talk followed by complacency."
E05_V_Q03,5,Course Statistics - BoostPrep - 5.html,CCAT Verbal,3,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The detective's investigation was _____ by conflicting witness statements, making it difficult to piece together a coherent narrative.",text,,clarified,hampered,seasoned,enhanced,facilitated,B,hampered,"B : ""Hampered"" means hindered or obstructed, which matches the difficulty caused by conflicting statements in the investigation."
E05_V_Q04,5,Course Statistics - BoostPrep - 5.html,CCAT Verbal,4,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The engineer's design was _____, meeting all specifications and addressing potential problems before they could arise.",text,,flawed,visionary,inadequate,impeccable,mediocre,D,impeccable,"D : ""Impeccable"" means flawless or perfect, which fits the description of a design that meets all specifications and anticipates problems."
E05_V_Q05,5,Course Statistics - BoostPrep - 5.html,CCAT Verbal,5,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The director's latest film, praised for its visuals, was criticized for a script so _________ that audiences struggled to _________ its message.",text,,intricate ... grasp,simple ... forget,witty ... enjoy,vivid ... distort,blunt ... question,A,intricate ... grasp,"A : The sentence implies admiration for visuals but difficulty understanding the story. ""Intricate"" (overly complex) and ""grasp"" (understand) align perfectly: a film that's visually strong but narratively confusing. ""Simple ... forget"" would mean the opposite - easy to follow but boring. ""Vivid ... distort"" doesn't fit logically. So, ""intricate ... grasp"" captures the intended idea of artistic confusion."
E05_V_Q06,5,Course Statistics - BoostPrep - 5.html,CCAT Verbal,6,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The committee's decision to postpone the event was a _____ one, as many members believed that additional time would enhance the overall quality of the presentation.",text,,spontaneous,hasty,prudent,negligent,whimsical,C,prudent,"C : ""Prudent"" means wise or judicious, indicating that the committee's choice to delay the event was a sensible decision aimed at improving quality."
E05_V_Q07,5,Course Statistics - BoostPrep - 5.html,CCAT Verbal,7,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The scientist's reputation for honesty made her sudden retraction of data seem all the more _________, leaving colleagues to _________ her true motives.",text,,predictable ... dismiss,puzzling ... question,expected ... admire,ordinary ... overlook,reasonable ... justify,B,puzzling ... question,"B: A retraction from someone known for honesty would be unexpected and provoke doubt. ""Puzzling"" captures the surprise or confusion, and ""question"" reflects the colleagues' uncertainty about her motives. ""Predictable ... dismiss"" and ""ordinary ... overlook"" don't fit with something surprising. Hence ""puzzling ... question"" logically reflects suspicion following a confusing act."
E05_V_Q08,5,Course Statistics - BoostPrep - 5.html,CCAT Verbal,8,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","His proposal was met with _____ from the board, who felt that it lacked sufficient evidence to support its feasibility.",text,,acclaim,enthusiasm,skepticism,indifference,reverence,C,skepticism,"C : ""Skepticism"" indicates doubt or questioning, which fits the board's reaction to the proposal."
E05_V_Q09,5,Course Statistics - BoostPrep - 5.html,CCAT Verbal,9,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The athlete's apology after the scandal seemed _________, as it focused more on defending her image than on showing genuine _________ for her actions.",text,,heartfelt ... regret,calculated ... remorse,abrupt ... humility,nervous ... awareness,emotional ... confidence,B,calculated ... remorse,"B : The apology is portrayed as image-focused rather than sincere. ""Calculated"" (carefully crafted for self-interest) fits perfectly with that motive, while ""remorse"" (deep regret) describes the emotion that's missing. ""Heartfelt ... regret"" would describe genuine emotion, contradicting the setup. ""Abrupt ... humility"" doesn't match the tone of image management. Therefore, ""calculated ... remorse"" captures the false apology and lack of sincerity."
E05_V_Q10,5,Course Statistics - BoostPrep - 5.html,CCAT Verbal,10,Verbal,Analogies,,GRAIN is to WAREHOUSE as WATER is to ______.,text,,field,canal,ocean,river,dam,E,dam,"E: The best choice is (E). Grain is stored in a warehouse so we need to figure out which option makes most sense for water to be stored in. A Dam is our best choice. Please note that is the first analogy was ""GRAIN is to FIELD,"" options B, C, and D would make sense. However, in this case, option E makes the most sense."
E05_V_Q11,5,Course Statistics - BoostPrep - 5.html,CCAT Verbal,11,Verbal,Analogies,,EYE is to OPHTHALMOLOGIST as MUSIC is to ______.,text,,player,athlete,composer,student,doctor,C,composer,C: Option (C) is the correct answer. An ophthalmologist is an expert of the eye. We need to find the option that best fits music. A composer is an expert when it comes to music.
E05_V_Q12,5,Course Statistics - BoostPrep - 5.html,CCAT Verbal,12,Verbal,Analogies,,SAFE is to SECURE as PROTECT is to _____.,text,,lock,guard,conserve,run,campaign,B,guard,B: Option (B) is the best choice. Safe and secure have similar meanings. We need to find the option that is most similar to protect. Guard is the best choice.
E05_V_Q13,5,Course Statistics - BoostPrep - 5.html,CCAT Verbal,13,Verbal,Analogies,,TEACHER is to CLASSROOM as ...,text,,PILOT is to AIRPORT,FARMER is to GOAT,ACTOR is to CAMERA,DOCTOR is to STETHOSCOPE,ENGINEER is to BRIDGE,A,PILOT is to AIRPORT,"A : A pilot works in an airport, just as a teacher works in a classroom. This is a relationship of a profession to its workplace."
E05_V_Q14,5,Course Statistics - BoostPrep - 5.html,CCAT Verbal,14,Verbal,Attention to Detail,How many of the five items in the left-hand column are exactly the same as the corresponding entry in the right-hand column?,Hawthorn Manufacturing | Hawthorne Manufacturing; Crestwood Capital Group | Crestwood Capital Group; Aspen Ridge Health | Aspen Ridge Healthcare; Skyline Transportation | Skyline Transportation; Harborview Medical | Harbourview Medical,text_table,,1,2,3,4,5,B,2,"B: ""Hawthorn Manufacturing"" and ""Hawthorne Manufacturing"" are different. ""Aspen Ridge Health"" and ""Aspen Ridge Healthcare"" are different. ""Harborview Medical"" and ""Harbourview Medical"" are also different. Therefore, 2 items are exactly the same."
E05_V_Q15,5,Course Statistics - BoostPrep - 5.html,CCAT Verbal,15,Verbal,Attention to Detail,How many of the five items in the left-hand column are exactly the same as the corresponding entry in the right-hand column?,Northstar Realty | Northstar Reality; Evergreen Construction | Evergreen Constructions; Brightview Technologies | Brightview Technology; Brookstone Health Services | Brookstone Health Service; Riverside Investment Group | Riverside Investment Group,text_table,,1,2,3,4,5,A,1,"A: ""Northstar Realty"" and ""Northstar Reality"" are different. ""Evergreen Construction"" and ""Evergreen Constructions"" are different. ""Brightview Technologies"" and ""Brightview Technology"" are different. ""Brookstone Health Services"" and ""Brookstone Health Service"" are different. Therefore, 1 item is exactly the same."
E05_V_Q16,5,Course Statistics - BoostPrep - 5.html,CCAT Verbal,16,Verbal,Attention to Detail,How many of the five items in the left-hand column are exactly the same as the corresponding entry in the right-hand column?,3829 Elm St. | 3829 Elm St.; 104C Pine Ct. | 104C Pine Ct.; 5830 Spruce Dr. | 5830 Spruce Dr.; 8912 Redwood Ave. | 8912 Redwood Ave.; 7607 Beechwood Blvd. | 7607 Beachwood Blvd.,text_table,,1,2,3,4,5,D,4,"D: ""7607 Beechwood Blvd."" and ""7607 Beachwood Blvd."" are different. Therefore, 4 items are exactly the same."
E05_V_Q17,5,Course Statistics - BoostPrep - 5.html,CCAT Verbal,17,Verbal,Antonyms,One word below is underlined. What is the OPPOSITE of that word?,Jacob became super [[combative]] after drinking 10 IPAs.,text,,aggressive,bellicose,hawkish,conciliatory,oppugnant,D,conciliatory,"D: Option (D) is the best answer. Combative means ""ready or eager to fight."" Conciliatory is the best option as it means ""intended or likely to pacify."""
E05_V_Q18,5,Course Statistics - BoostPrep - 5.html,CCAT Verbal,18,Verbal,Antonyms,One word below is underlined. What is the OPPOSITE of that word?,The man was extremely [[wise]] for the way he handled the situation.,text,,foolish,sane,tactical,well advised,sensible,A,foolish,"A: Option (A) is the best answer. ""Wise"" means having or showing experience, knowledge, or good judgement. Foolish is the opposite of this."
E05_ML_Q01,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,1,Math & Logic,Basic Numeric Calculation & Comparison,,Which of the following numbers is the smallest?,text,,2.89,2.79,2.70,2.07,2.071,D,2.07,"D: Option (D) is correct. Start off by seeing all numbers start with a 2. This does not help us. Next, compare the tenths place - we can see that options (D) and (E) both have a 0 in the tenths place, so they are the smallest of the bunch. Next, compare the hundredths place. They both have a 7, so we must look at the thousandths place. Option (D) technically has a 0 in the thousandths place, while option (E) has a 1, so option (D) is our answer."
E05_ML_Q02,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,2,Math & Logic,"Percent, Ratio & Proportion",,9 is 25% of what number?,text,,30,32,34,36,40,D,36,"D: We can setup an equation to quickly solve this: 9 = 0.25x x = \frac{9}{0.25} To make the division easier without a calculator, multiply the numerator and the denominator by 10: x = \frac{9\times10}{0.25\times10}=\frac{90}{2.5} x = 36"
E05_ML_Q03,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,3,Math & Logic,Applied Quantitative Word Problems,,"An airways company offers 40 domestic flights a day, for 6 days per week. It also offers 24 international flights per day for 5 days per week. What is the total number of flights offered by the company in a week?",text,,40 flight/week,64 flight/week,120 flight/week,240 flight/week,360 flight/week,E,360 flight/week,E: The number of domestic flights per week = 40 (flight/day) * (6 day/week) = 240 flight/week. The number of international flights per week = 24 (flight/day) * (5 day/week) = 120 flight/week. The total number of flights per week (domestic plus international) = 240 flight/week + 120 flight/week = 360 flight/week. Option (E) is the correct answer.
E05_ML_Q04,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,4,Math & Logic,Basic Numeric Calculation & Comparison,,"The total sales in March was $900, for April it was $300 less than March, and for May it was $200 less than March. The average monthly sales was _____ for these 3 months.",text,,$705,$733.33,$745.45,$750,$766.33,B,$733.33,B: We need to find the average for all 3 months. 900 + (900-300) + (900-200) = 2200. Take 2200 / 3 and get 733.33.
E05_ML_Q05,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,5,Math & Logic,"Percent, Ratio & Proportion",,"In a New York-Cairo flight, the plane has 140 seats, and the number of travelling passengers was 95% of the plane capacity. How many seats are vacant?",text,,5 seats,6 seats,7 seats,8 seats,9 seats,C,7 seats,C: The percentage of empty seats = 100% - 95% = 5%. The number of empty seats = (5%) * 140 = (5/100) * 140 = 7 seats. The correct answer is option (C).
E05_ML_Q06,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,6,Math & Logic,Applied Quantitative Word Problems,,A small charity distributes 100 vegetarian meals per day for 18 days in a given month. It also distributes 50 non-vegetarian meals per day for the remaining 12 days of the month. What is the total number of meals distributed by the charity in one month?,text,,600 meal/month,1200 meal/month,1800 meal/month,2400 meal/month,"30,000 meal/month",D,2400 meal/month,D: The number of vegetarian meals per month = 100 (meal/day) * (18 day/month) = 1800 meal/month. The number of non-vegetarian meals per month = 50 (meal/day) * (12 day/month) = 600 meal/month. The total number of meals per month = 1800 meal/month + 600 meal/month = 2400 meal/month. Option (D) is the correct answer.
E05_ML_Q07,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,7,Math & Logic,"Percent, Ratio & Proportion",,"In a New York-London flight, the plane has 250 seats, and the number of travelling passengers was 92% of the plane capacity. How many seats are vacant?",text,,10 seats,15 seats,20 seats,25 seats,30 seats,C,20 seats,C: The percentage of empty seats = 100% - 92% = 8%. The number of empty seats = (8%) * 250 = (8/100) * 250 = 20 seats. The correct answer is option (C).
E05_ML_Q08,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,8,Math & Logic,"Percent, Ratio & Proportion",,"The surface area of planet earth is 510.10 million km squared, out of which 148.95 million km squared is covered by land. What is the percentage of earth's surface covered by water?",text,,1.3 %,10.1 %,29.2 %,48.9 %,70.8 %,E,70.8 %,"E: Area of water on earth's surface = 510.10 million km 2 - 148.95 million km 2 = 361.15 million km 2 . This area as a percentage of earth's surface area = (100 %) * (361.15 million km 2 ) / (510.1 million km 2 ) = 70.8 %. Option (D) is the correct answer. Note that Options (A) to (D) are really absurd since earth's surface is dominantly water, and hence the percentage of water surface area is strictly higher than 50 %."
E05_ML_Q09,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,9,Math & Logic,Applied Quantitative Word Problems,,A pack of gum costs 18 cents. 5 packs will cost _______.,text,,$0.90,$90,$0.87,$87,$0.85,A,$0.90,A: The quickest way to solve this is to ignore the decimals and multiply 18 by 5. This gives us 90. We can then use common sense to know that $0.90 is the correct answer.
E05_ML_Q10,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,10,Math & Logic,"Percent, Ratio & Proportion",,A cup has 120 marbles in it. There are 7 times as many blue marbles as there are orange marbles. The cup has ______ blue marbles in it.,text,,12,15,85,105,120,D,105,"D: We can set up an equation to quickly solve this problem. 7x + x = 120. 8x = 120. Divide both sides by 8 and get x = 15. The problem asked for the number of blue marbles, so take 15*7 to get 105."
E05_ML_Q11,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,11,Math & Logic,Applied Quantitative Word Problems,,"The cost of buying 3 shirts is $81. At this rate, it would cost _____ dollars to buy 5 shirts.",text,,19,27,81,135,144,D,135,D: Cost rate = 81 dollar / 3 shirt = 27 dollar/ shirt. Total cost = (27 dollar/ shirt) * (5 shirt) = 135 dollar = $ 135. Option (D) is the correct answer.
E05_ML_Q12,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,12,Math & Logic,"Percent, Ratio & Proportion",,"According to the survey, 15% of students do not like math. If there are 500 students in the school, how many students like math?",text,,375,400,425,450,475,C,425,"C: To find the number of students who like math, we first calculate the percentage who do like math, which is 100% - 15% = 85%. Then we multiply 500 students by 85%, resulting in 425 students who like math."
E05_ML_Q13,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,13,Math & Logic,Applied Quantitative Word Problems,,"Maria bought 4 notebooks, each costing $3.50, and 2 pens, each costing $1.25. How much did she spend in total?",text,,$12.50,$14.00,$15.00,$16.00,$16.50,E,$16.50,"E: First, calculate the total cost of the notebooks: 4 * $3.50 = $14.00 Then calculate the total cost of the pens: 2 * $1.25 = $2.50 Add the two amounts together: $14.00 + $2.50 = $16.50"
E05_ML_Q14,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,14,Math & Logic,Number Series,,"What is the next number in the following series? 0, 1, 8, 27, 64, 125, 216, 343, 512, 729, ....",text,,1000,625,555,444,404,A,1000,A: The answer is option (A). This is a series of successive perfect cubes. The next perfect cube is 10 raised to power 3 or 1000. The same answer is obtained if one simply notes that the series is one of ascending integers. Option (A) is the only one that keeps ascending.
E05_ML_Q15,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,15,Math & Logic,Letter-Group Series,What would be the next group of letters in the following series?,prt ... lqu ... hpv ... dow ... ?,text,,dxn,pxc,dnx,znx,xnz,D,znx,"D: The first letters (p, l, h, d) follow a pattern of -4. The second letters (r, q, p, o) follow a pattern of -1. The third letters (t, u, v, w) follow a pattern of +1. Following this pattern gives us z, n, x."
E05_ML_Q16,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,16,Math & Logic,Tables & Graphs,"The scatter plot shows the relationship between study time and test scores for a group of students. Based on the trend shown in the graph, approximately what test score would you expect for a student who studied for 3.5 hours?",ccat_mathlogic1_146.png,image,ccat_mathlogic1_146.png,75%,80%,85%,90%,95%,D,90%,"D: To estimate the test score for 3.5 hours of study time locate 3.5 hours on the x-axis: It falls between 3 and 4 hours. Find the corresponding y-axis values: At 3 hours, the score is about 85% and at 4 hours, the score is about 95% We can estimate that at 3.5 hours of study time, a student would score about 90%."
E05_ML_Q17,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,17,Math & Logic,Tables & Graphs,What was the percentage increase in energy consumption for the Transportation sector from 2020 to 2021?,Sector | 2020 Consumption (TWh) | 2021 Consumption (TWh); Residential | 1500 | 1575; Commercial | 1350 | 1400; Industrial | 2200 | 2310; Transportation | 1000 | 1200,text_table,,5%,7.5%,10%,12.5%,20%,E,20%,"E: To find percentage increase, we can use the formula: \frac{New\ -\ Old}{Old}\times100 We can plug our numbers into the formula and get: \frac{1200\ -\ 1000}{1000}\times100 We can calculate the percentage change in the transportation section as 20%."
E05_ML_Q18,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,18,Math & Logic,Syllogisms / Formal Logic,,"If the first two statements are true, is the final statement true? The door shakes when a bus passes the house. The door is shaking. A bus must be passing by.",text,,True,False,Uncertain,,,C,Uncertain,"C: The answer is uncertain. A bus may be passing by and causing the door to shake, but the door could also be shaking due to another cause. We are uncertain on this one."
E05_ML_Q19,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,19,Math & Logic,Syllogisms / Formal Logic,,"If the first two statements are true, is the final statement true? All current members of NATO are presently allies of the USA Germany is a current member of NATO Germany is presently an ally of the USA",text,,True,False,Uncertain,,,A,True,"A: The three statements constitute a valid syllogism. The third sentence is a valid consequent of the two premises proposed by the first two sentences. Therefore, the answer is (A)."
E05_ML_Q20,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,20,Math & Logic,Syllogisms / Formal Logic,,"If the first two statements are true, is the final statement true? All inhabitants of this island always tell the truth. Adam always fails to tell the truth. Adam is an inhabitant of this island.",text,,True,False,Uncertain,,,B,False,"B: The premise that 'all inhabitants of this island always tell the truth' rules out 'the possibility for an inhabitant of this island to fail to tell the truth.' Therefore, the answer is (B)."
E05_ML_Q21,5,Course Statistics - BoostPrep - 5.html,CCAT Math & Logic,21,Math & Logic,Arrangement Logic,,"Ava, Ben, Chloe, Daniel, and Emma are seated in a row. Ava is sitting to the right of Ben. Daniel is sitting immediately to the right of Chloe. Emma is seated third in line. If Ben is seated first in line, which of the following can be true about Chloe's position?",text,,Chloe is first,Chloe is second,Chloe is third,Chloe is fourth,Chloe is last,D,Chloe is fourth,D: The quickest way to solve this type of question is by quickly mapping out what we know and going from there: Chair 1: Ben - We are told Ben is seated first in line. Chair 2: Ava Chair 3: Emma - We are told Emma is seated third in line. Chair 4: Chloe - This is the only place Chloe can be seated as Danie must be immediately to the right of her. Chair 5: Daniel - This is the only place Daniel can be seated as he must be immediately to the right of Chloe.
E05_S_Q01,5,Course Statistics - BoostPrep - 5.html,CCAT Spatial Reasoning,1,Spatial Reasoning,Odd One Out,Which of the following does not belong?,ccat_spatial1_5.png,image,ccat_spatial1_5.png,A,B,C,D,E,B,B,"B: The odd one out in this question is option B. The hexagon should not be filled, and the triangle should be filled."
E05_S_Q02,5,Course Statistics - BoostPrep - 5.html,CCAT Spatial Reasoning,2,Spatial Reasoning,Odd One Out,Which of the following does not belong?,ccat_spatial1_11.png,image,ccat_spatial1_11.png,A,B,C,D,E,A,A,A: The odd one out in this question is option A. The triangle and the square should be filled while the circle and hexagon should not be filled.
E05_S_Q03,5,Course Statistics - BoostPrep - 5.html,CCAT Spatial Reasoning,3,Spatial Reasoning,Odd One Out,Which of the following does not belong?,ccat_spatial1_17.png,image,ccat_spatial1_17.png,A,B,C,D,E,D,D,D: The odd one out in this question is option D. The inner triangle should be facing upwards like the rest of the answer options.
E05_S_Q04,5,Course Statistics - BoostPrep - 5.html,CCAT Spatial Reasoning,4,Spatial Reasoning,Odd One Out,Which of the following does not belong?,ccat_spatial1_23.png,image,ccat_spatial1_23.png,A,B,C,D,E,E,E,"E: The odd one out in this question is option E. All of the answer options include a hexagon, circle, and a triangle. Option E includes 2 circles and a hexagon."
E05_S_Q05,5,Course Statistics - BoostPrep - 5.html,CCAT Spatial Reasoning,5,Spatial Reasoning,Matrix Completion,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_59.png,image,ccat_spatial1_59.png,A,B,C,D,E,D,D,"D: D is the correct answer. The number of squares filled is decreasing across the rows and the columns. Column 1 has 4, 3, and 2 squares filled. Column 2 has 3, 2 and 1 squares filled. Column 3 has ?, 1, and 0 squares filled. Row 1 has 4, 3, and ? squares filled. Row 2 has 3, 2, and 1 squares filled. Row 3 has 2, 1, and 0 squares filled. Option D completes the matrix as it has 2 squares filled."
E05_S_Q06,5,Course Statistics - BoostPrep - 5.html,CCAT Spatial Reasoning,6,Spatial Reasoning,Visual Next-in-Series,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_65.png,image,ccat_spatial1_65.png,A,B,C,D,E,C,C,"C: C is the correct answer. There is 1 shaded square being added as we work our way down each column. Column 2 has 1, 2, and 3 shaded squares. Column 3 has 2, 3, and 4 shaded squares. Option C has 3 shaded squares and fits the pattern for column 1 (2, 3, and 4 shaded squares)."
E05_S_Q07,5,Course Statistics - BoostPrep - 5.html,CCAT Spatial Reasoning,7,Spatial Reasoning,Matrix Completion,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_71.png,image,ccat_spatial1_71.png,A,B,C,D,E,B,B,B: B is the correct answer. We can see that there is a pattern within each column and row. Column 1 uses triangles. Column 2 uses hexagons. Column 3 uses circles. We can also see that each row follows a pattern. Row 2 has the third shape unfilled. Option B is correct because it uses hexagons and has the third shape unfilled.
